,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
219,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1130737,megawatthours
220,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1125428,megawatthours
221,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2426,megawatthours
222,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2291,megawatthours
223,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2224,megawatthours
224,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2426,megawatthours
225,2024-11-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2538,megawatthours
226,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1297492,megawatthours
227,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1299817,megawatthours
228,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1301960,megawatthours
229,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1297492,megawatthours
230,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1294555,megawatthours
231,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1216461,megawatthours
232,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1217908,megawatthours
233,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1219511,megawatthours
234,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1216461,megawatthours
235,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1214332,megawatthours
236,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1293565,megawatthours
237,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1295773,megawatthours
238,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1297853,megawatthours
239,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1293565,megawatthours
240,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1290729,megawatthours
241,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-3930,megawatthours
242,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4047,megawatthours
243,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4110,megawatthours
244,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-3930,megawatthours
245,2024-11-04,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-3828,megawatthours
246,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1241697,megawatthours
247,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1287715,megawatthours
248,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1286953,megawatthours
249,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1288209,megawatthours
250,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1289442,megawatthours
251,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1170205,megawatthours
252,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1213183,megawatthours
253,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1212863,megawatthours
254,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1214544,megawatthours
255,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1215291,megawatthours
256,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1236828,megawatthours
257,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1282940,megawatthours
258,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1282518,megawatthours
259,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1283167,megawatthours
260,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1284374,megawatthours
261,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-4873,megawatthours
262,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4785,megawatthours
263,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4446,megawatthours
264,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-5052,megawatthours
265,2024-11-03,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-5072,megawatthours
266,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1193987,megawatthours
267,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1190481,megawatthours
268,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1189352,megawatthours
269,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1192216,megawatthours
270,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1193987,megawatthours
271,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1153297,megawatthours
272,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1153563,megawatthours
273,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1155066,megawatthours
274,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1153113,megawatthours
275,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1153297,megawatthours
276,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1193335,megawatthours
277,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1189541,megawatthours
278,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1188114,megawatthours
279,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1191523,megawatthours
280,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1193335,megawatthours
281,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-659,megawatthours
282,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-942,megawatthours
283,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1239,megawatthours
284,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-694,megawatthours
285,2024-11-02,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-659,megawatthours
286,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1185265,megawatthours
287,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1183257,megawatthours
288,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1182473,megawatthours
289,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1184213,megawatthours
290,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1185265,megawatthours
291,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1213794,megawatthours
292,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1215026,megawatthours
293,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1215090,megawatthours
294,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1214041,megawatthours
295,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1213794,megawatthours
296,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1183103,megawatthours
297,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1181412,megawatthours
298,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1180722,megawatthours
299,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1182231,megawatthours
300,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1183103,megawatthours
301,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2151,megawatthours
302,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1830,megawatthours
303,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1735,megawatthours
304,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1970,megawatthours
305,2024-11-01,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2151,megawatthours
