,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
1745,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1699481,megawatthours
1746,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1699785,megawatthours
1747,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1687193,megawatthours
1748,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1685042,megawatthours
1749,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1683656,megawatthours
1750,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1686468,megawatthours
1751,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1687193,megawatthours
1752,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-5174,megawatthours
1753,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4871,megawatthours
1754,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4792,megawatthours
1755,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-5045,megawatthours
1756,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-5174,megawatthours
1757,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1687182,megawatthours
1758,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1686565,megawatthours
1759,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1686448,megawatthours
1760,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1686681,megawatthours
1761,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1687182,megawatthours
1762,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1686400,megawatthours
1763,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1682246,megawatthours
1764,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1682605,megawatthours
1765,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1684327,megawatthours
1766,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1686400,megawatthours
1767,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1682190,megawatthours
1768,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1681696,megawatthours
1769,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1681544,megawatthours
1770,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1681840,megawatthours
1771,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1682190,megawatthours
1772,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-5000,megawatthours
1773,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4876,megawatthours
1774,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4909,megawatthours
1775,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-4848,megawatthours
1776,2024-08-19,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-5000,megawatthours
1777,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1642976,megawatthours
1778,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1642343,megawatthours
1779,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1641772,megawatthours
1780,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1642540,megawatthours
1781,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1642976,megawatthours
1782,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1638441,megawatthours
1783,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1640307,megawatthours
1784,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1639451,megawatthours
1785,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1639573,megawatthours
1786,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1638441,megawatthours
1787,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1640481,megawatthours
1788,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1639960,megawatthours
1789,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1639625,megawatthours
1790,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1640045,megawatthours
1791,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1640481,megawatthours
1792,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2497,megawatthours
1793,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2385,megawatthours
1794,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2150,megawatthours
1795,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2498,megawatthours
1796,2024-08-18,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2497,megawatthours
1797,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1644950,megawatthours
1798,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1647223,megawatthours
1799,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1648584,megawatthours
1800,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1646049,megawatthours
1801,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1644950,megawatthours
1802,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1639127,megawatthours
1803,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1640474,megawatthours
1804,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1641074,megawatthours
1805,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1639705,megawatthours
1806,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1639127,megawatthours
1807,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1644808,megawatthours
1808,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1647465,megawatthours
1809,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1648834,megawatthours
1810,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1646194,megawatthours
1811,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1644808,megawatthours
1812,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-139,megawatthours
1813,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,243,megawatthours
1814,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,252,megawatthours
1815,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,147,megawatthours
1816,2024-08-17,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-139,megawatthours
1817,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1686960,megawatthours
1818,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1686077,megawatthours
1819,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1685379,megawatthours
1820,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1686666,megawatthours
1821,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1686960,megawatthours
1822,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1678716,megawatthours
1823,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1678357,megawatthours
1824,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1677509,megawatthours
1825,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1678594,megawatthours
1826,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1678716,megawatthours
1827,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1686294,megawatthours
1828,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1685651,megawatthours
1829,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1685112,megawatthours
1830,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1686073,megawatthours
1831,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1686294,megawatthours
1832,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-668,megawatthours
1833,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-426,megawatthours
1834,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-266,megawatthours
1835,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-594,megawatthours
1836,2024-08-16,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-668,megawatthours
1837,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1675127,megawatthours
1838,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1673147,megawatthours
1839,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1672121,megawatthours
1840,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1674298,megawatthours
1841,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1675127,megawatthours
1842,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1658956,megawatthours
1843,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1656949,megawatthours
1844,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1655968,megawatthours
1845,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1658047,megawatthours
1846,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1658956,megawatthours
1847,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1676038,megawatthours
1848,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1673622,megawatthours
1849,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1672441,megawatthours
1850,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1674990,megawatthours
1851,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1676038,megawatthours
1852,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,902,megawatthours
1853,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,465,megawatthours
1854,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,309,megawatthours
1855,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,683,megawatthours
1856,2024-08-15,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,902,megawatthours
1857,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1663687,megawatthours
1858,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1663955,megawatthours
1859,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1664095,megawatthours
1860,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1663630,megawatthours
1861,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1663687,megawatthours
1862,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1646587,megawatthours
1863,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1646526,megawatthours
1864,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1646535,megawatthours
1865,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1646545,megawatthours
1866,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1646587,megawatthours
1867,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1664659,megawatthours
1868,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1664927,megawatthours
1869,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1665067,megawatthours
1870,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1664600,megawatthours
1871,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1664659,megawatthours
1872,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,977,megawatthours
1873,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,978,megawatthours
1874,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,978,megawatthours
1875,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,975,megawatthours
1876,2024-08-14,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,977,megawatthours
1877,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1661240,megawatthours
1878,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1660451,megawatthours
1879,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1660515,megawatthours
1880,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1660748,megawatthours
1881,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1661240,megawatthours
1882,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1641811,megawatthours
1883,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1640378,megawatthours
1884,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1639365,megawatthours
1885,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1641123,megawatthours
1886,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1641811,megawatthours
1887,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1663595,megawatthours
1888,2024-08-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1662854,megawatthours
