,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
1985,2023,CT,Connecticut,TOT,All sectors,NGCC,Natural Gas - CC,3923,megawatts
1986,2023,CT,Connecticut,TOT,All sectors,NGGT,Natural Gas - GT,584,megawatts
1987,2023,CT,Connecticut,TOT,All sectors,NGIC,Natural Gas - IC,15.7,megawatts
1988,2023,CT,Connecticut,TOT,All sectors,NGOTH,Natural Gas - OTH,84,megawatts
1989,2023,CT,Connecticut,TOT,All sectors,NGST,Natural Gas - ST,457.1,megawatts
1990,2023,CT,Connecticut,TOT,All sectors,NUC,Nuclear,2081.2,megawatts
1991,2023,CT,Connecticut,TOT,All sectors,OBM,Other Biomass,102.1,megawatts
1992,2023,CT,Connecticut,TOT,All sectors,PET,Petroleum,2208.7,megawatts
1993,2023,CT,Connecticut,TOT,All sectors,PETGT,Petroleum - GT,895.7,megawatts
1994,2023,CT,Connecticut,TOT,All sectors,PETIC,Petroleum - IC,70.4,megawatts
1995,2023,CT,Connecticut,TOT,All sectors,PETST,Petroleum - ST,1242.6,megawatts
1996,2023,CT,Connecticut,TOT,All sectors,HPS,Pumped Storage,29.4,megawatts
1997,2023,CT,Connecticut,TOT,All sectors,SOL,Solar,287.4,megawatts
1998,2023,CT,Connecticut,TOT,All sectors,SOLPV,Solar - PV,287.4,megawatts
1999,2023,CT,Connecticut,TOT,All sectors,WND,Wind,5,megawatts
2000,2023,CT,Connecticut,TOT,All sectors,WOO,Wood,37.5,megawatts
2001,2023,DC,District of Columbia,EU,Electric Utilities,ALL,All,2,megawatts
2002,2023,DC,District of Columbia,EU,Electric Utilities,SOL,Solar,2,megawatts
2003,2023,DC,District of Columbia,EU,Electric Utilities,SOLPV,Solar - PV,2,megawatts
2004,2023,DC,District of Columbia,IPP,Independent Power Producers,ALL,All,50.2,megawatts
2005,2023,DC,District of Columbia,IPP,Independent Power Producers,NG,Natural Gas,20.6,megawatts
2006,2023,DC,District of Columbia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,20.6,megawatts
2007,2023,DC,District of Columbia,IPP,Independent Power Producers,OBM,Other Biomass,12,megawatts
2008,2023,DC,District of Columbia,IPP,Independent Power Producers,SOL,Solar,17.6,megawatts
2009,2023,DC,District of Columbia,IPP,Independent Power Producers,SOLPV,Solar - PV,17.6,megawatts
2010,2023,DC,District of Columbia,TOT,All sectors,ALL,All,52.2,megawatts
2011,2023,DC,District of Columbia,TOT,All sectors,NG,Natural Gas,20.6,megawatts
2012,2023,DC,District of Columbia,TOT,All sectors,NGGT,Natural Gas - GT,20.6,megawatts
2013,2023,DC,District of Columbia,TOT,All sectors,OBM,Other Biomass,12,megawatts
2014,2023,DC,District of Columbia,TOT,All sectors,SOL,Solar,19.6,megawatts
2015,2023,DC,District of Columbia,TOT,All sectors,SOLPV,Solar - PV,19.6,megawatts
2016,2023,DE,Delaware,EU,Electric Utilities,ALL,All,101.9,megawatts
2017,2023,DE,Delaware,EU,Electric Utilities,NG,Natural Gas,98,megawatts
2018,2023,DE,Delaware,EU,Electric Utilities,NGGT,Natural Gas - GT,98,megawatts
2019,2023,DE,Delaware,EU,Electric Utilities,SOL,Solar,3.9,megawatts
2020,2023,DE,Delaware,EU,Electric Utilities,SOLPV,Solar - PV,3.9,megawatts
2021,2023,DE,Delaware,IPP,Independent Power Producers,ALL,All,3193.6,megawatts
2022,2023,DE,Delaware,IPP,Independent Power Producers,COL,Coal,410,megawatts
2023,2023,DE,Delaware,IPP,Independent Power Producers,NG,Natural Gas,2435.8,megawatts
2024,2023,DE,Delaware,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1496,megawatts
2025,2023,DE,Delaware,IPP,Independent Power Producers,NGGT,Natural Gas - GT,216,megawatts
2026,2023,DE,Delaware,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,28.8,megawatts
2027,2023,DE,Delaware,IPP,Independent Power Producers,NGST,Natural Gas - ST,695,megawatts
2028,2023,DE,Delaware,IPP,Independent Power Producers,OBM,Other Biomass,14.2,megawatts
2029,2023,DE,Delaware,IPP,Independent Power Producers,OOG,Other Gas,135,megawatts
2030,2023,DE,Delaware,IPP,Independent Power Producers,PET,Petroleum,111.1,megawatts
2031,2023,DE,Delaware,IPP,Independent Power Producers,PETGT,Petroleum - GT,111.1,megawatts
2032,2023,DE,Delaware,IPP,Independent Power Producers,SOL,Solar,85.5,megawatts
2033,2023,DE,Delaware,IPP,Independent Power Producers,SOLPV,Solar - PV,85.5,megawatts
2034,2023,DE,Delaware,IPP,Independent Power Producers,WND,Wind,2,megawatts
2035,2023,DE,Delaware,TOT,All sectors,ALL,All,3295.5,megawatts
2036,2023,DE,Delaware,TOT,All sectors,COL,Coal,410,megawatts
2037,2023,DE,Delaware,TOT,All sectors,NG,Natural Gas,2533.8,megawatts
2038,2023,DE,Delaware,TOT,All sectors,NGCC,Natural Gas - CC,1496,megawatts
2039,2023,DE,Delaware,TOT,All sectors,NGGT,Natural Gas - GT,314,megawatts
2040,2023,DE,Delaware,TOT,All sectors,NGOTH,Natural Gas - OTH,28.8,megawatts
2041,2023,DE,Delaware,TOT,All sectors,NGST,Natural Gas - ST,695,megawatts
2042,2023,DE,Delaware,TOT,All sectors,OBM,Other Biomass,14.2,megawatts
2043,2023,DE,Delaware,TOT,All sectors,OOG,Other Gas,135,megawatts
2044,2023,DE,Delaware,TOT,All sectors,PET,Petroleum,111.1,megawatts
2045,2023,DE,Delaware,TOT,All sectors,PETGT,Petroleum - GT,111.1,megawatts
2046,2023,DE,Delaware,TOT,All sectors,SOL,Solar,89.4,megawatts
2047,2023,DE,Delaware,TOT,All sectors,SOLPV,Solar - PV,89.4,megawatts
2048,2023,DE,Delaware,TOT,All sectors,WND,Wind,2,megawatts
2049,2023,FL,Florida,EU,Electric Utilities,ALL,All,63158.9,megawatts
2050,2023,FL,Florida,EU,Electric Utilities,BAT,Battery,555.7,megawatts
2051,2023,FL,Florida,EU,Electric Utilities,COL,Coal,3989.7,megawatts
2052,2023,FL,Florida,EU,Electric Utilities,HYC,Hydroelectric,43.5,megawatts
2053,2023,FL,Florida,EU,Electric Utilities,NG,Natural Gas,45939.2,megawatts
2054,2023,FL,Florida,EU,Electric Utilities,NGCC,Natural Gas - CC,34286.5,megawatts
2055,2023,FL,Florida,EU,Electric Utilities,NGGT,Natural Gas - GT,6521.1,megawatts
2056,2023,FL,Florida,EU,Electric Utilities,NGIC,Natural Gas - IC,141.7,megawatts
2057,2023,FL,Florida,EU,Electric Utilities,NGST,Natural Gas - ST,4989.9,megawatts
2058,2023,FL,Florida,EU,Electric Utilities,NUC,Nuclear,3666,megawatts
2059,2023,FL,Florida,EU,Electric Utilities,OBM,Other Biomass,3,megawatts
2060,2023,FL,Florida,EU,Electric Utilities,PET,Petroleum,1608.9,megawatts
2061,2023,FL,Florida,EU,Electric Utilities,PETGT,Petroleum - GT,1513.5,megawatts
2062,2023,FL,Florida,EU,Electric Utilities,PETIC,Petroleum - IC,95.4,megawatts
2063,2023,FL,Florida,EU,Electric Utilities,SOL,Solar,7250.4,megawatts
2064,2023,FL,Florida,EU,Electric Utilities,SOLPV,Solar - PV,7250.4,megawatts
2065,2023,FL,Florida,EU,Electric Utilities,WOO,Wood,102.5,megawatts
2066,2023,FL,Florida,IPP,Independent Power Producers,ALL,All,5564,megawatts
2067,2023,FL,Florida,IPP,Independent Power Producers,BAT,Battery,5,megawatts
2068,2023,FL,Florida,IPP,Independent Power Producers,NG,Natural Gas,3796.1,megawatts
2069,2023,FL,Florida,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1456.5,megawatts
2070,2023,FL,Florida,IPP,Independent Power Producers,NGGT,Natural Gas - GT,2269.9,megawatts
2071,2023,FL,Florida,IPP,Independent Power Producers,NGIC,Natural Gas - IC,33.7,megawatts
2072,2023,FL,Florida,IPP,Independent Power Producers,NGST,Natural Gas - ST,36,megawatts
2073,2023,FL,Florida,IPP,Independent Power Producers,OT,Other,312.9,megawatts
2074,2023,FL,Florida,IPP,Independent Power Producers,OBM,Other Biomass,628.4,megawatts
2075,2023,FL,Florida,IPP,Independent Power Producers,PET,Petroleum,2,megawatts
2076,2023,FL,Florida,IPP,Independent Power Producers,PETIC,Petroleum - IC,2,megawatts
2077,2023,FL,Florida,IPP,Independent Power Producers,SOL,Solar,551.9,megawatts
2078,2023,FL,Florida,IPP,Independent Power Producers,SOLPV,Solar - PV,551.9,megawatts
2079,2023,FL,Florida,IPP,Independent Power Producers,WOO,Wood,267.7,megawatts
2080,2023,FL,Florida,TOT,All sectors,ALL,All,68722.9,megawatts
2081,2023,FL,Florida,TOT,All sectors,BAT,Battery,560.7,megawatts
2082,2023,FL,Florida,TOT,All sectors,COL,Coal,3989.7,megawatts
2083,2023,FL,Florida,TOT,All sectors,HYC,Hydroelectric,43.5,megawatts
2084,2023,FL,Florida,TOT,All sectors,NG,Natural Gas,49735.3,megawatts
2085,2023,FL,Florida,TOT,All sectors,NGCC,Natural Gas - CC,35743,megawatts
2086,2023,FL,Florida,TOT,All sectors,NGGT,Natural Gas - GT,8791,megawatts
2087,2023,FL,Florida,TOT,All sectors,NGIC,Natural Gas - IC,175.4,megawatts
2088,2023,FL,Florida,TOT,All sectors,NGST,Natural Gas - ST,5025.9,megawatts
2089,2023,FL,Florida,TOT,All sectors,NUC,Nuclear,3666,megawatts
2090,2023,FL,Florida,TOT,All sectors,OT,Other,312.9,megawatts
2091,2023,FL,Florida,TOT,All sectors,OBM,Other Biomass,631.4,megawatts
2092,2023,FL,Florida,TOT,All sectors,PET,Petroleum,1610.9,megawatts
2093,2023,FL,Florida,TOT,All sectors,PETGT,Petroleum - GT,1513.5,megawatts
2094,2023,FL,Florida,TOT,All sectors,PETIC,Petroleum - IC,97.4,megawatts
2095,2023,FL,Florida,TOT,All sectors,SOL,Solar,7802.3,megawatts
2096,2023,FL,Florida,TOT,All sectors,SOLPV,Solar - PV,7802.3,megawatts
2097,2023,FL,Florida,TOT,All sectors,WOO,Wood,370.2,megawatts
2098,2023,GA,Georgia,EU,Electric Utilities,ALL,All,26480.8,megawatts
2099,2023,GA,Georgia,EU,Electric Utilities,BAT,Battery,.2,megawatts
2100,2023,GA,Georgia,EU,Electric Utilities,COL,Coal,5780,megawatts
2101,2023,GA,Georgia,EU,Electric Utilities,HYC,Hydroelectric,1976.4,megawatts
2102,2023,GA,Georgia,EU,Electric Utilities,NG,Natural Gas,10353.8,megawatts
2103,2023,GA,Georgia,EU,Electric Utilities,NGCC,Natural Gas - CC,6579.2,megawatts
2104,2023,GA,Georgia,EU,Electric Utilities,NGGT,Natural Gas - GT,3050,megawatts
2105,2023,GA,Georgia,EU,Electric Utilities,NGIC,Natural Gas - IC,.4,megawatts
2106,2023,GA,Georgia,EU,Electric Utilities,NGOTH,Natural Gas - OTH,.2,megawatts
2107,2023,GA,Georgia,EU,Electric Utilities,NGST,Natural Gas - ST,724,megawatts
2108,2023,GA,Georgia,EU,Electric Utilities,NUC,Nuclear,5175,megawatts
2109,2023,GA,Georgia,EU,Electric Utilities,PET,Petroleum,938.1,megawatts
2110,2023,GA,Georgia,EU,Electric Utilities,PETGT,Petroleum - GT,933,megawatts
2111,2023,GA,Georgia,EU,Electric Utilities,PETIC,Petroleum - IC,5.1,megawatts
2112,2023,GA,Georgia,EU,Electric Utilities,HPS,Pumped Storage,1897.4,megawatts
2113,2023,GA,Georgia,EU,Electric Utilities,SOL,Solar,359.9,megawatts
2114,2023,GA,Georgia,EU,Electric Utilities,SOLPV,Solar - PV,359.9,megawatts
2115,2023,GA,Georgia,IPP,Independent Power Producers,ALL,All,11304.9,megawatts
2116,2023,GA,Georgia,IPP,Independent Power Producers,BAT,Battery,81,megawatts
2117,2023,GA,Georgia,IPP,Independent Power Producers,HYC,Hydroelectric,8.6,megawatts
2118,2023,GA,Georgia,IPP,Independent Power Producers,NG,Natural Gas,6132.4,megawatts
2119,2023,GA,Georgia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1487.8,megawatts
2120,2023,GA,Georgia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,4519.1,megawatts
2121,2023,GA,Georgia,IPP,Independent Power Producers,NGIC,Natural Gas - IC,6.6,megawatts
2122,2023,GA,Georgia,IPP,Independent Power Producers,NGST,Natural Gas - ST,118.9,megawatts
2123,2023,GA,Georgia,IPP,Independent Power Producers,OBM,Other Biomass,55.8,megawatts
2124,2023,GA,Georgia,IPP,Independent Power Producers,PET,Petroleum,252.7,megawatts
2125,2023,GA,Georgia,IPP,Independent Power Producers,PETGT,Petroleum - GT,74,megawatts
2126,2023,GA,Georgia,IPP,Independent Power Producers,PETIC,Petroleum - IC,94.9,megawatts
2127,2023,GA,Georgia,IPP,Independent Power Producers,PETST,Petroleum - ST,83.8,megawatts
2128,2023,GA,Georgia,IPP,Independent Power Producers,SOL,Solar,3763.1,megawatts
2129,2023,GA,Georgia,IPP,Independent Power Producers,SOLPV,Solar - PV,3763.1,megawatts
2130,2023,GA,Georgia,IPP,Independent Power Producers,WOO,Wood,1011.3,megawatts
2131,2023,GA,Georgia,TOT,All sectors,ALL,All,37785.7,megawatts
2132,2023,GA,Georgia,TOT,All sectors,BAT,Battery,81.2,megawatts
2133,2023,GA,Georgia,TOT,All sectors,COL,Coal,5780,megawatts
2134,2023,GA,Georgia,TOT,All sectors,HYC,Hydroelectric,1985,megawatts
2135,2023,GA,Georgia,TOT,All sectors,NG,Natural Gas,16486.2,megawatts
2136,2023,GA,Georgia,TOT,All sectors,NGCC,Natural Gas - CC,8067,megawatts
2137,2023,GA,Georgia,TOT,All sectors,NGGT,Natural Gas - GT,7569.1,megawatts
2138,2023,GA,Georgia,TOT,All sectors,NGIC,Natural Gas - IC,7,megawatts
2139,2023,GA,Georgia,TOT,All sectors,NGOTH,Natural Gas - OTH,.2,megawatts
2140,2023,GA,Georgia,TOT,All sectors,NGST,Natural Gas - ST,842.9,megawatts
2141,2023,GA,Georgia,TOT,All sectors,NUC,Nuclear,5175,megawatts
2142,2023,GA,Georgia,TOT,All sectors,OBM,Other Biomass,55.8,megawatts
2143,2023,GA,Georgia,TOT,All sectors,PET,Petroleum,1190.8,megawatts
2144,2023,GA,Georgia,TOT,All sectors,PETGT,Petroleum - GT,1007,megawatts
2145,2023,GA,Georgia,TOT,All sectors,PETIC,Petroleum - IC,100,megawatts
2146,2023,GA,Georgia,TOT,All sectors,PETST,Petroleum - ST,83.8,megawatts
2147,2023,GA,Georgia,TOT,All sectors,HPS,Pumped Storage,1897.4,megawatts
2148,2023,GA,Georgia,TOT,All sectors,SOL,Solar,4123,megawatts
2149,2023,GA,Georgia,TOT,All sectors,SOLPV,Solar - PV,4123,megawatts
2150,2023,GA,Georgia,TOT,All sectors,WOO,Wood,1011.3,megawatts
2151,2023,HI,Hawaii,EU,Electric Utilities,ALL,All,1802.3,megawatts
2152,2023,HI,Hawaii,EU,Electric Utilities,BAT,Battery,2,megawatts
2153,2023,HI,Hawaii,EU,Electric Utilities,HYC,Hydroelectric,4.1,megawatts
2154,2023,HI,Hawaii,EU,Electric Utilities,OT,Other,27.5,megawatts
2155,2023,HI,Hawaii,EU,Electric Utilities,OBM,Other Biomass,60.4,megawatts
2156,2023,HI,Hawaii,EU,Electric Utilities,PET,Petroleum,1664.3,megawatts
2157,2023,HI,Hawaii,EU,Electric Utilities,PETGT,Petroleum - GT,304.3,megawatts
2158,2023,HI,Hawaii,EU,Electric Utilities,PETIC,Petroleum - IC,183,megawatts
2159,2023,HI,Hawaii,EU,Electric Utilities,PETOTH,Petroleum - OTH,158.8,megawatts
2160,2023,HI,Hawaii,EU,Electric Utilities,PETST,Petroleum - ST,1018.2,megawatts
2161,2023,HI,Hawaii,EU,Electric Utilities,SOL,Solar,44,megawatts
2162,2023,HI,Hawaii,EU,Electric Utilities,SOLPV,Solar - PV,44,megawatts
2163,2023,HI,Hawaii,IPP,Independent Power Producers,ALL,All,1419.7,megawatts
2164,2023,HI,Hawaii,IPP,Independent Power Producers,BAT,Battery,357.9,megawatts
2165,2023,HI,Hawaii,IPP,Independent Power Producers,GEO,Geothermal,43,megawatts
2166,2023,HI,Hawaii,IPP,Independent Power Producers,HYC,Hydroelectric,28.3,megawatts
2167,2023,HI,Hawaii,IPP,Independent Power Producers,OBM,Other Biomass,86,megawatts
2168,2023,HI,Hawaii,IPP,Independent Power Producers,PET,Petroleum,315.6,megawatts
2169,2023,HI,Hawaii,IPP,Independent Power Producers,PETGT,Petroleum - GT,32.8,megawatts
2170,2023,HI,Hawaii,IPP,Independent Power Producers,PETIC,Petroleum - IC,2,megawatts
2171,2023,HI,Hawaii,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,280.8,megawatts
2172,2023,HI,Hawaii,IPP,Independent Power Producers,SOL,Solar,348.2,megawatts
2173,2023,HI,Hawaii,IPP,Independent Power Producers,SOLPV,Solar - PV,348.2,megawatts
2174,2023,HI,Hawaii,IPP,Independent Power Producers,WND,Wind,233.2,megawatts
2175,2023,HI,Hawaii,IPP,Independent Power Producers,WOO,Wood,7.5,megawatts
2176,2023,HI,Hawaii,TOT,All sectors,ALL,All,3222,megawatts
2177,2023,HI,Hawaii,TOT,All sectors,BAT,Battery,359.9,megawatts
2178,2023,HI,Hawaii,TOT,All sectors,GEO,Geothermal,43,megawatts
2179,2023,HI,Hawaii,TOT,All sectors,HYC,Hydroelectric,32.4,megawatts
2180,2023,HI,Hawaii,TOT,All sectors,OT,Other,27.5,megawatts
2181,2023,HI,Hawaii,TOT,All sectors,OBM,Other Biomass,146.4,megawatts
2182,2023,HI,Hawaii,TOT,All sectors,PET,Petroleum,1979.9,megawatts
2183,2023,HI,Hawaii,TOT,All sectors,PETGT,Petroleum - GT,337.1,megawatts
2184,2023,HI,Hawaii,TOT,All sectors,PETIC,Petroleum - IC,185,megawatts
2185,2023,HI,Hawaii,TOT,All sectors,PETOTH,Petroleum - OTH,439.6,megawatts
2186,2023,HI,Hawaii,TOT,All sectors,PETST,Petroleum - ST,1018.2,megawatts
2187,2023,HI,Hawaii,TOT,All sectors,SOL,Solar,392.2,megawatts
2188,2023,HI,Hawaii,TOT,All sectors,SOLPV,Solar - PV,392.2,megawatts
2189,2023,HI,Hawaii,TOT,All sectors,WND,Wind,233.2,megawatts
2190,2023,HI,Hawaii,TOT,All sectors,WOO,Wood,7.5,megawatts
2191,2023,IA,Iowa,EU,Electric Utilities,ALL,All,18017.6,megawatts
2192,2023,IA,Iowa,EU,Electric Utilities,BAT,Battery,8.9,megawatts
2193,2023,IA,Iowa,EU,Electric Utilities,COL,Coal,4412.9,megawatts
2194,2023,IA,Iowa,EU,Electric Utilities,HYC,Hydroelectric,208.2,megawatts
2195,2023,IA,Iowa,EU,Electric Utilities,NG,Natural Gas,3470.6,megawatts
2196,2023,IA,Iowa,EU,Electric Utilities,NGCC,Natural Gas - CC,1693.9,megawatts
2197,2023,IA,Iowa,EU,Electric Utilities,NGGT,Natural Gas - GT,1167.1,megawatts
2198,2023,IA,Iowa,EU,Electric Utilities,NGIC,Natural Gas - IC,154.3,megawatts
2199,2023,IA,Iowa,EU,Electric Utilities,NGST,Natural Gas - ST,455.3,megawatts
2200,2023,IA,Iowa,EU,Electric Utilities,PET,Petroleum,690.7,megawatts
2201,2023,IA,Iowa,EU,Electric Utilities,PETGT,Petroleum - GT,201.9,megawatts
2202,2023,IA,Iowa,EU,Electric Utilities,PETIC,Petroleum - IC,488.8,megawatts
2203,2023,IA,Iowa,EU,Electric Utilities,SOL,Solar,149.6,megawatts
2204,2023,IA,Iowa,EU,Electric Utilities,SOLPV,Solar - PV,149.6,megawatts
2205,2023,IA,Iowa,EU,Electric Utilities,WND,Wind,9076.7,megawatts
2206,2023,IA,Iowa,IPP,Independent Power Producers,ALL,All,4688.8,megawatts
2207,2023,IA,Iowa,IPP,Independent Power Producers,COL,Coal,447.9,megawatts
2208,2023,IA,Iowa,IPP,Independent Power Producers,HYC,Hydroelectric,1.2,megawatts
2209,2023,IA,Iowa,IPP,Independent Power Producers,NG,Natural Gas,233.1,megawatts
2210,2023,IA,Iowa,IPP,Independent Power Producers,NGCC,Natural Gas - CC,48,megawatts
2211,2023,IA,Iowa,IPP,Independent Power Producers,NGGT,Natural Gas - GT,43.5,megawatts
2212,2023,IA,Iowa,IPP,Independent Power Producers,NGIC,Natural Gas - IC,11.8,megawatts
2213,2023,IA,Iowa,IPP,Independent Power Producers,NGST,Natural Gas - ST,129.8,megawatts
2214,2023,IA,Iowa,IPP,Independent Power Producers,OBM,Other Biomass,20.6,megawatts
2215,2023,IA,Iowa,IPP,Independent Power Producers,PET,Petroleum,146.5,megawatts
2216,2023,IA,Iowa,IPP,Independent Power Producers,PETIC,Petroleum - IC,114.5,megawatts
2217,2023,IA,Iowa,IPP,Independent Power Producers,PETST,Petroleum - ST,32,megawatts
2218,2023,IA,Iowa,IPP,Independent Power Producers,SOL,Solar,112.4,megawatts
2219,2023,IA,Iowa,IPP,Independent Power Producers,SOLPV,Solar - PV,112.4,megawatts
2220,2023,IA,Iowa,IPP,Independent Power Producers,WND,Wind,3727.1,megawatts
2221,2023,IA,Iowa,TOT,All sectors,ALL,All,22706.4,megawatts
2222,2023,IA,Iowa,TOT,All sectors,BAT,Battery,8.9,megawatts
2223,2023,IA,Iowa,TOT,All sectors,COL,Coal,4860.8,megawatts
2224,2023,IA,Iowa,TOT,All sectors,HYC,Hydroelectric,209.4,megawatts
2225,2023,IA,Iowa,TOT,All sectors,NG,Natural Gas,3703.7,megawatts
2226,2023,IA,Iowa,TOT,All sectors,NGCC,Natural Gas - CC,1741.9,megawatts
2227,2023,IA,Iowa,TOT,All sectors,NGGT,Natural Gas - GT,1210.6,megawatts
2228,2023,IA,Iowa,TOT,All sectors,NGIC,Natural Gas - IC,166.1,megawatts
2229,2023,IA,Iowa,TOT,All sectors,NGST,Natural Gas - ST,585.1,megawatts
2230,2023,IA,Iowa,TOT,All sectors,OBM,Other Biomass,20.6,megawatts
2231,2023,IA,Iowa,TOT,All sectors,PET,Petroleum,837.2,megawatts
2232,2023,IA,Iowa,TOT,All sectors,PETGT,Petroleum - GT,201.9,megawatts
2233,2023,IA,Iowa,TOT,All sectors,PETIC,Petroleum - IC,603.3,megawatts
2234,2023,IA,Iowa,TOT,All sectors,PETST,Petroleum - ST,32,megawatts
2235,2023,IA,Iowa,TOT,All sectors,SOL,Solar,262,megawatts
2236,2023,IA,Iowa,TOT,All sectors,SOLPV,Solar - PV,262,megawatts
2237,2023,IA,Iowa,TOT,All sectors,WND,Wind,12803.8,megawatts
2238,2023,ID,Idaho,EU,Electric Utilities,ALL,All,3547,megawatts
2239,2023,ID,Idaho,EU,Electric Utilities,HYC,Hydroelectric,2393.2,megawatts
2240,2023,ID,Idaho,EU,Electric Utilities,NG,Natural Gas,967.6,megawatts
2241,2023,ID,Idaho,EU,Electric Utilities,NGCC,Natural Gas - CC,353,megawatts
2242,2023,ID,Idaho,EU,Electric Utilities,NGGT,Natural Gas - GT,614.6,megawatts
2243,2023,ID,Idaho,EU,Electric Utilities,OBM,Other Biomass,3.2,megawatts
2244,2023,ID,Idaho,EU,Electric Utilities,PET,Petroleum,5.4,megawatts
2245,2023,ID,Idaho,EU,Electric Utilities,PETIC,Petroleum - IC,5.4,megawatts
2246,2023,ID,Idaho,EU,Electric Utilities,SOL,Solar,120,megawatts
2247,2023,ID,Idaho,EU,Electric Utilities,SOLPV,Solar - PV,120,megawatts
2248,2023,ID,Idaho,EU,Electric Utilities,WND,Wind,57.6,megawatts
2249,2023,ID,Idaho,IPP,Independent Power Producers,ALL,All,1805.6,megawatts
2250,2023,ID,Idaho,IPP,Independent Power Producers,GEO,Geothermal,10,megawatts
2251,2023,ID,Idaho,IPP,Independent Power Producers,HYC,Hydroelectric,237.6,megawatts
2252,2023,ID,Idaho,IPP,Independent Power Producers,NG,Natural Gas,269.3,megawatts
2253,2023,ID,Idaho,IPP,Independent Power Producers,NGCC,Natural Gas - CC,248,megawatts
2254,2023,ID,Idaho,IPP,Independent Power Producers,NGGT,Natural Gas - GT,4.6,megawatts
2255,2023,ID,Idaho,IPP,Independent Power Producers,NGST,Natural Gas - ST,16.7,megawatts
2256,2023,ID,Idaho,IPP,Independent Power Producers,OT,Other,14.8,megawatts
2257,2023,ID,Idaho,IPP,Independent Power Producers,OBM,Other Biomass,15.1,megawatts
2258,2023,ID,Idaho,IPP,Independent Power Producers,SOL,Solar,282,megawatts
2259,2023,ID,Idaho,IPP,Independent Power Producers,SOLPV,Solar - PV,282,megawatts
2260,2023,ID,Idaho,IPP,Independent Power Producers,WND,Wind,910.7,megawatts
2261,2023,ID,Idaho,IPP,Independent Power Producers,WOO,Wood,66.1,megawatts
2262,2023,ID,Idaho,TOT,All sectors,ALL,All,5352.6,megawatts
2263,2023,ID,Idaho,TOT,All sectors,GEO,Geothermal,10,megawatts
2264,2023,ID,Idaho,TOT,All sectors,HYC,Hydroelectric,2630.8,megawatts
2265,2023,ID,Idaho,TOT,All sectors,NG,Natural Gas,1236.9,megawatts
2266,2023,ID,Idaho,TOT,All sectors,NGCC,Natural Gas - CC,601,megawatts
2267,2023,ID,Idaho,TOT,All sectors,NGGT,Natural Gas - GT,619.2,megawatts
2268,2023,ID,Idaho,TOT,All sectors,NGST,Natural Gas - ST,16.7,megawatts
2269,2023,ID,Idaho,TOT,All sectors,OT,Other,14.8,megawatts
2270,2023,ID,Idaho,TOT,All sectors,OBM,Other Biomass,18.3,megawatts
2271,2023,ID,Idaho,TOT,All sectors,PET,Petroleum,5.4,megawatts
2272,2023,ID,Idaho,TOT,All sectors,PETIC,Petroleum - IC,5.4,megawatts
2273,2023,ID,Idaho,TOT,All sectors,SOL,Solar,402,megawatts
2274,2023,ID,Idaho,TOT,All sectors,SOLPV,Solar - PV,402,megawatts
2275,2023,ID,Idaho,TOT,All sectors,WND,Wind,968.3,megawatts
2276,2023,ID,Idaho,TOT,All sectors,WOO,Wood,66.1,megawatts
2277,2023,IL,Illinois,EU,Electric Utilities,ALL,All,3864.2,megawatts
2278,2023,IL,Illinois,EU,Electric Utilities,BAT,Battery,.3,megawatts
2279,2023,IL,Illinois,EU,Electric Utilities,COL,Coal,483.7,megawatts
2280,2023,IL,Illinois,EU,Electric Utilities,HYC,Hydroelectric,12,megawatts
2281,2023,IL,Illinois,EU,Electric Utilities,NG,Natural Gas,3012.3,megawatts
2282,2023,IL,Illinois,EU,Electric Utilities,NGCC,Natural Gas - CC,589.9,megawatts
2283,2023,IL,Illinois,EU,Electric Utilities,NGGT,Natural Gas - GT,2288.8,megawatts
2284,2023,IL,Illinois,EU,Electric Utilities,NGIC,Natural Gas - IC,105.4,megawatts
2285,2023,IL,Illinois,EU,Electric Utilities,NGST,Natural Gas - ST,28.2,megawatts
2286,2023,IL,Illinois,EU,Electric Utilities,OBM,Other Biomass,13.4,megawatts
2287,2023,IL,Illinois,EU,Electric Utilities,PET,Petroleum,334.9,megawatts
2288,2023,IL,Illinois,EU,Electric Utilities,PETGT,Petroleum - GT,57.6,megawatts
2289,2023,IL,Illinois,EU,Electric Utilities,PETIC,Petroleum - IC,277.3,megawatts
2290,2023,IL,Illinois,EU,Electric Utilities,SOL,Solar,1.3,megawatts
2291,2023,IL,Illinois,EU,Electric Utilities,SOLPV,Solar - PV,1.3,megawatts
2292,2023,IL,Illinois,EU,Electric Utilities,WND,Wind,6.3,megawatts
2293,2023,IL,Illinois,IPP,Independent Power Producers,ALL,All,41555,megawatts
2294,2023,IL,Illinois,IPP,Independent Power Producers,BAT,Battery,95.8,megawatts
2295,2023,IL,Illinois,IPP,Independent Power Producers,COL,Coal,6369.8,megawatts
